,id,owner_1_score,RATE_owner_1,CAP_AMOUNT_owner_1,PERCENT_OWN_owner_1,owner_2_score,RATE_owner_2,CAP_AMOUNT_owner_2,PERCENT_OWN_owner_2,owner_3_score,RATE_owner_3,CAP_AMOUNT_owner_3,PERCENT_OWN_owner_3,years_in_business,RATE_ID_FOR_years_in_business,fsr,RATE_ID_FOR_fsr,location,RATE_ID_FOR_location,funded_last_30,RATE_ID_FOR_funded_last_30,judgement_lien_percent,RATE_ID_FOR_judgement_lien_percent,INPUT_VALUE_ID_FOR_judgement_lien_amount,RATE_ID_FOR_judgement_lien_amount,INPUT_VALUE_ID_FOR_judgement_lien_time,RATE_ID_FOR_judgement_lien_time,INPUT_VALUE_ID_FOR_num_negative_days,RATE_ID_FOR_num_negative_days,INPUT_VALUE_ID_FOR_num_deposits,RATE_ID_FOR_num_deposits,INPUT_VALUE_ID_FOR_monthly_gross,RATE_ID_FOR_monthly_gross,INPUT_VALUE_ID_FOR_average_ledger,RATE_ID_FOR_average_ledger,INPUT_VALUE_ID_FOR_fc_margin,RATE_ID_FOR_fc_margin,INPUT_VALUE_ID_FOR_tax_lien_amount,RATE_ID_FOR_tax_lien_amount,INPUT_VALUE_ID_FOR_tax_lien_percent,RATE_ID_FOR_tax_lien_percent,INPUT_VALUE_ID_FOR_tax_lien_count,RATE_ID_FOR_tax_lien_count,INPUT_VALUE_ID_FOR_current_position,RATE_ID_FOR_current_position,INPUT_VALUE_ID_FOR_avg_net_deposits,RATE_ID_FOR_avg_net_deposits,INPUT_VALUE_ID_FOR_industry_type,RATE_ID_FOR_industry_type,INPUT_VALUE_owner_4,RATE_owner_4,CAP_AMOUNT_owner_4,PERCENT_OWN_owner_4,deal_application_thread_id,completion_status
1589,5099,705.0,A,150000.0,100.0,,,,,,,,,12.57,A,87.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,705.0,A,150000.0,100.0,4743.0,Paid in full
393,2813,646.0,A,150000.0,100.0,,,,,,,,,31.82,A,98.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,14.25,A,100060.75,A,13971.7975,A,0.14,A,0.0,A,0.0,A,0.0,A,1.0,A,100060.75,,preferred,,646.0,A,150000.0,100.0,2924.0,Paid in full
1283,2706,432.0,D,0.0,100.0,,,,,,,,,3.06,A,13.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,60.0,A,50542.8,A,14812.8,A,0.29,A,0.0,A,0.0,A,0.0,A,2.0,C,50542.8,,preferred,,432.0,D,0.0,100.0,2828.0,Paid off with renewal
958,7221,675.0,A,150000.0,100.0,,,,,,,,,9.07,A,9.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,675.0,A,150000.0,100.0,6343.0,Default
88,394,508.0,C,35000.0,100.0,,,,,,,,,2.57,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,39.25,A,46794.395,A,10072.4875,A,0.22,A,0.0,A,0.0,A,0.0,A,0.0,A,46794.395,,capped,,508.0,C,35000.0,100.0,319.0,Paid in full
1538,5037,655.0,A,150000.0,100.0,,,,,,,,,3.65,A,69.0,,Verified,A,N,,0.0,A,0.0,A,,,3.0,C,146.0,A,198839.32666667,A,8777.2666666667,A,0.04,A,0.0,A,0.0,A,0.0,A,1.0,A,198839.32666667,,preferred,,655.0,A,150000.0,100.0,4666.0,Paid in full
1823,8231,698.0,A,150000.0,100.0,,,,,,,,,2.58,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,C,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,698.0,A,150000.0,100.0,7089.0,Paid off with renewal
910,5153,574.0,B,100000.0,100.0,,,,,,,,,14.98,A,80.0,,Home,A,N,,0.0,A,0.0,A,,,0.5,A,22.5,A,57474.25,A,6064.25,A,0.11,A,0.0,A,0.0,A,0.0,A,1.0,A,57474.25,,preferred,,574.0,B,100000.0,100.0,2503.0,Paid off with renewal
989,6406,662.0,A,150000.0,100.0,,,,,,,,,4.04,A,5.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,662.0,A,150000.0,100.0,5659.0,Paid in full
782,4508,500.0,C,35000.0,100.0,,,,,,,,,6.98,A,6.0,,Verified,A,N,,0.0,A,0.0,A,,,0.5,A,19.0,A,103705.1025,A,7163.095,A,0.07,A,0.0,A,0.0,A,0.0,A,2.0,C,103705.1025,,preferred,,500.0,C,35000.0,100.0,4468.0,Default
250,1293,580.0,B,100000.0,100.0,,,,,,,,,3.66,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,37.0,A,31002.25,A,3070.27,A,0.1,A,0.0,A,0.0,A,0.0,A,1.0,A,31002.25,,preferred,,580.0,B,100000.0,100.0,1219.0,Paid off with renewal
99,335,650.0,A,150000.0,100.0,,,,,,,,,14.24,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,89.333333333333,A,79410.256666667,A,7787.9766666667,A,0.1,A,0.0,A,0.0,A,0.0,A,1.0,A,79410.256666667,,preferred,,650.0,A,150000.0,100.0,287.0,Paid off with renewal
1938,9174,620.0,B,100000.0,100.0,,,,,,,,,2.16,A,29.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,70.0,A,86020.5,A,25650.25,A,0.3,A,0.0,A,0.0,A,0.0,A,1.0,A,86020.5,,preferred,,620.0,B,100000.0,100.0,7460.0,Paid via discounted payoff
1592,5153,574.0,B,100000.0,100.0,,,,,,,,,14.98,A,80.0,,Home,A,N,,0.0,A,0.0,A,,,0.5,A,22.5,A,57474.25,A,6064.25,A,0.11,A,0.0,A,0.0,A,0.0,A,1.0,A,57474.25,,preferred,,574.0,B,100000.0,100.0,2503.0,Paid off with renewal
1474,5222,693.0,A,150000.0,100.0,,,,,,,,,4.34,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,44.25,A,35024.0,A,8118.0,A,0.23,A,0.0,A,0.0,A,0.0,A,0.0,A,35024.0,,preferred,,693.0,A,150000.0,100.0,4821.0,Paid in full
1977,9582,545.0,C,35000.0,100.0,,,,,,,,,1.78,B,1.0,,Home,A,N,,0.0,A,0.0,A,,,0.14285714285714,A,10.571428571429,C,17182.142857143,A,4003.6014285714,A,0.23,A,0.0,A,0.0,A,0.0,A,1.0,A,17182.142857143,,preferred,,545.0,C,35000.0,100.0,8003.0,Default
1086,8777,741.0,A,150000.0,100.0,,,,,,,,,12.28,A,65.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,10.0,C,828338.75,A,387205.25,A,0.47,A,0.0,A,0.0,A,0.0,A,1.0,A,828338.75,,capped,,741.0,A,150000.0,100.0,7477.0,Default
1034,7373,493.0,D,0.0,100.0,,,,,,,,,1.98,B,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,5.0,C,20348.333333333,A,1858.6666666667,A,0.09,A,0.0,A,0.0,A,0.0,A,1.0,A,20348.333333333,,preferred,,493.0,D,0.0,100.0,486.0,Paid off with renewal
193,732,502.0,C,35000.0,100.0,,,,,,,,,8.68,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,8.3333333333333,R,16243.333333333,A,1000.0,A,0.06,A,0.0,A,0.0,A,0.0,A,1.0,A,16243.333333333,,preferred,,502.0,C,35000.0,100.0,574.0,Paid in full
1702,7199,616.0,A,150000.0,100.0,,,,,,,,,9.24,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,616.0,A,150000.0,100.0,6333.0,Paid via discounted payoff
1810,7272,675.0,A,150000.0,100.0,,,,,,,,,9.08,A,9.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,10.0,R,245235.25,A,20719.0,A,0.08,A,0.0,A,0.0,A,0.0,A,0.0,A,245235.25,,capped,,675.0,A,150000.0,100.0,6343.0,Default
504,2736,718.0,A,150000.0,100.0,,,,,,,,,26.87,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.5,A,61.75,A,189827.0,A,6774.5,A,0.04,A,0.0,A,0.0,A,0.0,A,1.0,A,189827.0,,capped,,718.0,A,150000.0,100.0,2846.0,Default
1963,10624,511.0,C,35000.0,100.0,,,,,,,,,5.25,A,70.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,C,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,511.0,C,35000.0,100.0,8713.0,Paid in full
1653,5218,546.0,C,35000.0,100.0,560.0,B,100000.0,,,,,,14.9,A,80.0,,Home,A,N,,0.0,A,0.0,A,,,0.4,A,18.0,A,55117.0,A,5851.4,A,0.11,A,0.0,A,0.0,A,0.0,A,2.0,C,55117.0,,preferred,,546.0,C,35000.0,100.0,4803.0,Default
116,561,,,,,,,,,,,,,,,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,21348.333333333,A,1858.6666666667,A,0.09,A,0.0,A,0.0,A,0.0,A,1.0,A,21348.333333333,,preferred,,0.0,,,0.0,486.0,Paid off with renewal
434,2355,570.0,B,100000.0,33.3,481.0,D,0.0,33.3,,,,,2.19,A,,,Home,A,N,,0.0,A,0.0,A,,,4.3333333333333,D,36.333333333333,A,34251.333333333,A,1031.0,A,0.03,A,0.0,A,0.0,A,0.0,A,1.0,A,34251.333333333,,preferred,,525.0,C,35000.0,66.6,2453.0,Paid in full
443,2054,690.0,A,150000.0,33.3,717.0,A,150000.0,33.3,,,,,30.28,A,80.0,,Verified,A,N,,0.0,A,0.0,A,,,0.25,A,120.75,A,391481.25,A,47417.1075,A,0.12,A,0.0,A,0.0,A,0.0,A,1.0,A,391481.25,,preferred,,703.0,A,150000.0,66.6,2131.0,Default
1069,7490,591.0,B,100000.0,100.0,,,,,,,,,4.14,A,86.0,,Verified,A,N,,0.0,A,0.0,A,,,6.4166666666667,D,4.4166666666667,C,76605.583333333,A,24038.833333333,A,0.31,A,0.0,A,0.0,A,0.0,A,2.0,C,76605.583333333,,capped,,591.0,B,100000.0,100.0,6445.0,Paid in full
745,4815,606.0,A,150000.0,100.0,,,,,,,,,2.07,A,6.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,606.0,A,150000.0,100.0,4642.0,Paid off with renewal
526,4140,564.0,B,100000.0,100.0,,,,,,,,,7.83,A,35.0,,Verified,A,N,,0.0,A,0.0,A,,,0.2,A,29.2,A,78056.4,A,13122.656,A,0.17,A,0.0,A,0.0,A,0.0,A,2.0,C,78056.4,,preferred,,564.0,B,100000.0,100.0,4105.0,Default
1804,7372,551.0,B,100000.0,100.0,,,,,,,,,4.51,A,5.0,,Verified,A,N,,0.0,A,0.0,A,,,4.6666666666667,D,22.0,A,110104.0,A,3833.3333333333,A,0.03,A,0.0,A,0.0,A,0.0,A,1.0,A,110104.0,,standard,,551.0,B,100000.0,100.0,429.0,Paid in full
53,194,652.0,A,150000.0,100.0,,,,,,,,,4.71,A,,,Home,A,N,,0.0,A,0.0,A,,,3.25,C,10.0,R,990199.79,A,28797.065,A,0.03,A,0.0,A,0.0,A,0.0,A,3.0,C,990199.79,,preferred,,652.0,A,150000.0,,201.0,Default
132,779,621.0,A,150000.0,100.0,,,,,,,,,2.95,A,15.0,,Verified,A,N,,0.0,A,0.0,A,,,1.25,B,0.0,R,100110.25,A,1501.0,A,0.01,A,0.0,A,0.0,A,0.0,A,0.0,A,100110.25,,preferred,,621.0,A,150000.0,100.0,640.0,Paid in full
1247,3407,623.0,A,150000.0,100.0,,,,,,,,,4.83,A,85.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,56.0,A,68113.333333333,A,3257.3333333333,A,0.05,A,0.0,A,0.0,A,0.0,A,2.0,C,68113.333333333,,preferred,,623.0,A,150000.0,100.0,3550.0,Paid in full
682,4347,659.0,A,150000.0,50.0,669.0,A,150000.0,50.0,,,,,1.25,B,19.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,30.666666666667,A,24496.666666667,A,1796.0,A,0.07,A,0.0,A,0.0,A,0.0,A,1.0,A,24496.666666667,,preferred,,664.0,A,150000.0,100.0,4171.0,Default
873,6387,672.0,A,150000.0,100.0,,,,,,,,,2.38,A,37.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,6.8571428571429,R,145602.42857143,A,39317.0,A,0.27,A,0.0,A,0.0,A,0.0,A,2.0,C,145602.42857143,,capped,,672.0,A,150000.0,100.0,5598.0,Paid off with renewal
1422,5225,693.0,A,150000.0,100.0,,,,,,,,,4.34,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,44.25,A,27986.25,A,8118.0,A,0.29,A,0.0,A,0.0,A,0.0,A,0.0,A,27986.25,,preferred,,693.0,A,150000.0,100.0,4821.0,Paid in full
1008,6094,762.0,A,150000.0,100.0,,,,,,,,,3.74,A,47.0,,Home,A,N,,0.0,A,0.0,A,,,0.125,A,9.125,R,89290.0,A,15129.75,A,0.17,A,0.0,A,0.0,A,0.0,A,1.0,A,89290.0,,preferred,,762.0,A,150000.0,100.0,5297.0,Paid in full
683,4370,639.0,A,150000.0,100.0,,,,,,,,,19.08,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,639.0,A,150000.0,100.0,4321.0,Paid in full
1582,6320,564.0,B,100000.0,50.0,547.0,C,35000.0,50.0,,,,,1.46,B,8.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,41.666666666667,A,128897.41,A,18260.513333333,A,0.14,A,0.0,A,0.0,A,0.0,A,0.0,A,128897.41,,preferred,,555.0,B,100000.0,100.0,5581.0,Paid in full
141,666,696.0,A,150000.0,100.0,,,,,,,,,8.86,A,6.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,25.4,A,91694.4,A,28085.2,A,0.31,A,0.0,A,0.0,A,0.0,A,1.0,A,91694.4,,preferred,,696.0,A,150000.0,100.0,549.0,Paid off with renewal
508,2857,500.0,C,35000.0,100.0,,,,,,,,,0.34,D,1.0,,Home,A,N,,0.0,A,0.0,A,,,3.5,C,10.5,R,70921.99,A,9731.49,A,0.14,A,0.0,A,0.0,A,0.0,A,0.0,A,70921.99,,preferred,,500.0,C,35000.0,100.0,2966.0,Default
905,5074,582.0,B,100000.0,100.0,,,,,,,,,8.73,A,7.0,,Home,A,N,,0.0,A,0.0,A,,,0.5,A,36.5,A,23062.485,A,3428.0,A,0.15,A,0.0,A,0.0,A,0.0,A,0.0,A,23062.485,,preferred,,582.0,B,100000.0,100.0,4699.0,Paid in full
1015,6566,653.0,A,150000.0,100.0,,,,,,,,,13.56,A,69.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,653.0,A,150000.0,100.0,5855.0,Default
1242,3027,717.0,A,150000.0,100.0,,,,,,,,,6.17,A,34.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,717.0,A,150000.0,100.0,3155.0,Paid via discounted payoff
1197,2195,493.0,D,0.0,100.0,,,,,,,,,1.66,B,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,20348.333333333,A,1858.6666666667,A,0.09,A,0.0,A,0.0,A,0.0,A,1.0,A,20348.333333333,,preferred,,493.0,D,0.0,100.0,2280.0,Paid in full
1263,4292,594.0,B,100000.0,100.0,,,,,,,,,31.22,A,6.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,23.0,A,79738.246666667,A,3652.3333333333,A,0.05,A,0.0,A,0.0,A,0.0,A,0.0,A,79738.246666667,,preferred,,594.0,B,100000.0,100.0,4245.0,Default
908,5131,705.0,A,150000.0,100.0,,,,,,,,,12.57,A,87.0,,Home,A,N,,0.0,A,0.0,A,,,0.33333333333333,A,47.666666666667,A,362951.03333333,A,27505.866666667,A,0.08,A,0.0,A,0.0,A,0.0,A,1.0,A,362951.03333333,,preferred,,705.0,A,150000.0,100.0,4743.0,Paid in full
57,107,650.0,A,150000.0,0.0,650.0,A,150000.0,0.0,,,,0.0,31.31,A,,,,,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,,,0.0,,,,,,,,138.0,Paid in full
285,1392,567.0,B,100000.0,70.0,,,,,,,,,2.97,A,72.0,,Home,A,N,,0.0,A,0.0,A,,,1.0,A,10.2,R,71408.0,A,21484.02,A,0.3,A,0.0,A,0.0,A,0.0,A,1.0,A,71408.0,,preferred,,567.0,B,100000.0,70.0,1364.0,Paid in full
1486,4470,658.0,A,150000.0,100.0,,,,,,,,,4.65,A,6.0,,Home,A,N,,0.0,A,0.0,A,,,1.0,A,43.0,A,14846.566666667,A,675.06333333333,D,0.05,A,0.0,A,0.0,A,0.0,A,0.0,A,14846.566666667,,preferred,,658.0,A,150000.0,100.0,4402.0,Paid off with renewal
884,5716,519.0,C,35000.0,100.0,,,,,,,,,11.08,A,22.0,,Verified,A,N,,0.0,A,0.0,A,,,2.0,B,37.25,A,17488.0,A,1063.75,A,0.06,A,0.0,A,0.0,A,0.0,A,1.0,A,17488.0,,preferred,,519.0,C,35000.0,100.0,4713.0,Paid in full
1013,6467,506.0,C,35000.0,100.0,,,,,,,,,2.24,A,39.0,,Verified,A,N,,0.0,A,0.0,A,,,0.25,A,7.75,R,500593.25,A,23497.5,A,0.05,A,0.0,A,0.0,A,0.0,A,0.0,A,500593.25,,capped,,506.0,C,35000.0,100.0,5713.0,Paid in full
138,692,503.0,C,35000.0,100.0,,,,,,,,,17.77,A,1.0,,Verified,A,N,,0.0,A,0.0,A,,,0.14285714285714,A,2.5714285714286,R,207653.42857143,A,7011.4285714286,A,0.03,A,0.0,A,0.0,A,0.0,A,2.0,C,207653.42857143,,capped,,503.0,C,35000.0,100.0,503.0,Paid via discounted payoff
646,4283,594.0,B,100000.0,100.0,,,,,,,,,31.22,A,6.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,594.0,B,100000.0,100.0,4245.0,Default
1596,5574,738.0,A,150000.0,100.0,,,,,,,,,2.68,A,16.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,9.3333333333333,R,114088.92666667,A,20737.186666667,A,0.18,A,0.0,A,0.0,A,0.0,A,0.0,A,114088.92666667,,capped,,738.0,A,150000.0,100.0,5033.0,Default
812,4135,580.0,B,100000.0,100.0,,,,,,,,,3.82,A,12.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,31.0,A,26898.091666667,A,3703.4566666667,A,0.14,A,0.0,A,0.0,A,0.0,A,1.0,A,26898.091666667,,preferred,,580.0,B,100000.0,100.0,4107.0,Paid in full
933,6021,640.0,A,150000.0,100.0,,,,,,,,,2.31,A,43.0,,Verified,A,N,,0.0,A,0.0,A,,,0.75,A,20.0,A,52814.5,A,3780.0,A,0.07,A,0.0,A,0.0,A,0.0,A,1.0,A,52814.5,,preferred,,640.0,A,150000.0,100.0,5368.0,Paid off with renewal
92,273,652.0,A,150000.0,100.0,,,,,,,,,4.73,A,,,Verified,,N,,0.0,A,0.0,A,,,4.2857142857143,D,0.0,R,289466.85857143,A,4285.7142857143,A,0.01,A,0.0,A,0.0,A,0.0,A,2.0,C,289466.85857143,,preferred,,652.0,A,150000.0,100.0,201.0,Default
1599,5899,636.0,A,150000.0,100.0,,,,,,,,,2.28,A,18.0,,Verified,A,N,,0.0,A,0.0,A,,,1.5,B,69.5,A,62348.64,A,1125.7,A,0.02,A,0.0,A,0.0,A,0.0,A,2.0,C,62348.64,,preferred,,636.0,A,150000.0,100.0,5328.0,Paid in full
712,4126,713.0,A,150000.0,100.0,,,,,,,,,21.56,A,80.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,10.5,R,164320.45,A,48517.7075,A,0.3,A,0.0,A,0.0,A,0.0,A,1.0,A,164320.45,,preferred,,713.0,A,150000.0,100.0,4124.0,Paid off with renewal
135,636,503.0,C,35000.0,100.0,,,,,,,,,17.76,A,1.0,,Verified,A,N,,0.0,A,0.0,A,,,0.25,A,4.5,R,99200.5,A,7020.0,A,0.07,A,0.0,A,0.0,A,0.0,A,2.0,C,99200.5,,preferred,,503.0,C,35000.0,100.0,503.0,Paid via discounted payoff
1321,3564,540.0,C,35000.0,100.0,,,,,,,,,1.52,B,1.0,,Verified,A,N,,0.0,A,0.0,A,,,2.0,B,65.0,A,272342.0,A,15881.0,A,0.06,A,0.0,A,0.0,A,0.0,A,1.0,A,272342.0,,preferred,,540.0,C,35000.0,100.0,3656.0,Paid off with renewal
1264,4371,639.0,A,150000.0,100.0,,,,,,,,,19.08,A,6.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,639.0,A,150000.0,100.0,4321.0,Paid in full
448,2411,574.0,B,100000.0,100.0,,,,,,,,,14.77,A,80.0,,Home,A,N,,0.0,A,0.0,A,,,0.5,A,22.5,A,57474.25,A,6064.25,A,0.11,A,0.0,A,0.0,A,0.0,A,1.0,A,57474.25,,preferred,,574.0,B,100000.0,100.0,2503.0,Paid off with renewal
1348,4035,504.0,C,35000.0,100.0,,,,,,,,,5.96,A,20.0,,Verified,A,N,,0.0,A,0.0,A,,,2.6666666666667,C,14.666666666667,A,50527.666666667,A,5801.0,A,0.11,A,0.0,A,0.0,A,0.0,A,0.0,A,50527.666666667,,preferred,,504.0,C,35000.0,100.0,4062.0,Paid in full
687,3504,582.0,B,100000.0,100.0,,,,,,,,,1.11,B,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,13.25,A,32607.6475,A,1000.0,A,0.03,A,0.0,A,0.0,A,0.0,A,1.0,A,32607.6475,,capped,,582.0,B,100000.0,100.0,3605.0,Default
1405,4478,658.0,A,150000.0,100.0,,,,,,,,,4.74,A,6.0,,Home,A,N,,0.0,A,0.0,A,,,1.0,A,43.0,A,14541.9,A,675.06333333333,D,0.05,A,0.0,A,0.0,A,0.0,A,0.0,A,14541.9,,preferred,,658.0,A,150000.0,100.0,4402.0,Paid off with renewal
1561,4821,667.0,A,150000.0,100.0,,,,,,,,,8.79,A,71.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,667.0,A,150000.0,100.0,4638.0,Paid in full
1882,8987,704.0,A,150000.0,100.0,,,,,,,,,2.31,A,31.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,43.2,A,122193.6,A,18409.9,A,0.15,A,0.0,A,0.0,A,0.0,A,0.0,A,122193.6,,preferred,,704.0,A,150000.0,100.0,7526.0,Paid in full
1245,3276,568.0,B,100000.0,50.0,612.0,A,150000.0,50.0,,,,,5.77,A,65.0,,Verified,A,N,,0.0,A,0.0,A,,,2.0,B,36.5,A,19803.5,A,1099.5,A,0.06,A,0.0,A,0.0,A,0.0,A,0.0,A,19803.5,,preferred,,590.0,B,100000.0,100.0,2546.0,Paid off with renewal
1676,7521,549.0,C,35000.0,100.0,,,,,,,,,1.94,B,18.0,,Unknown,,N,,0.0,A,0.0,A,,,1.25,B,17.75,B,15191.175,A,1295.0,A,0.09,A,0.0,A,0.0,A,0.0,A,1.0,A,15191.175,,preferred,,549.0,C,35000.0,100.0,6536.0,Default
1138,8781,620.0,B,100000.0,100.0,,,,,,,,,2.15,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,23.333333333333,A,0.0,D,8550.0833333333,A,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,620.0,B,100000.0,100.0,7460.0,Paid via discounted payoff
1768,6197,568.0,B,100000.0,100.0,,,,,,,,,3.42,A,86.0,,Verified,A,N,,0.0,A,0.0,A,,,0.14285714285714,A,19.714285714286,A,86904.428571429,A,19131.857142857,A,0.22,A,0.0,A,0.0,A,0.0,A,2.0,C,86904.428571429,,preferred,,568.0,B,100000.0,100.0,5521.0,Paid in full
386,2280,745.0,A,150000.0,75.0,631.0,A,150000.0,25.0,,,,,1.4,B,6.0,,Home,A,N,,0.0,A,0.0,A,,,5.25,D,79.75,A,47358.7575,A,3442.3375,A,0.07,A,0.0,A,0.0,A,0.0,A,1.0,A,47358.7575,,preferred,,716.0,A,150000.0,100.0,2365.0,Paid in full
1730,5898,580.0,B,100000.0,100.0,,,,,,,,,2.28,A,18.0,,Verified,A,N,,0.0,A,0.0,A,,,1.5,B,69.5,A,62348.64,A,1125.7,A,0.02,A,0.0,A,0.0,A,0.0,A,2.0,C,62348.64,,preferred,,580.0,B,100000.0,100.0,5328.0,Paid in full
65,145,620.0,A,150000.0,0.0,,,,0.0,,,,0.0,8.13,A,,,Home,,N,,0.0,A,0.0,A,,,0.0,A,73.25,A,0.0,D,27761.0,A,0.0,D,0.0,A,0.0,A,0.0,A,2.0,C,130551.27,,preferred,,,,,,153.0,Paid off with renewal
1205,3214,677.0,A,150000.0,100.0,,,,,,,,,11.51,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,677.0,A,150000.0,100.0,3381.0,Default
262,1177,508.0,C,35000.0,90.0,613.0,A,150000.0,10.0,,,,,4.13,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,233807.0,A,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,2.0,C,233807.0,,standard,,518.0,C,35000.0,100.0,935.0,Default
292,1977,661.0,A,150000.0,100.0,,,,,,,,,8.1,A,76.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,53.5,A,50127.5,A,22493.6475,A,0.45,A,0.0,A,0.0,A,0.0,A,0.0,A,50127.5,,preferred,,661.0,A,150000.0,100.0,2033.0,Paid off with renewal
1660,6323,564.0,B,100000.0,50.0,547.0,C,35000.0,50.0,,,,,1.94,B,8.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,41.666666666667,A,128897.41,A,18260.513333333,A,0.14,A,0.0,A,0.0,A,0.0,A,1.0,A,128897.41,,preferred,,555.0,B,100000.0,100.0,5581.0,Paid in full
1254,3549,540.0,C,35000.0,100.0,,,,,,,,,1.52,B,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,540.0,C,35000.0,100.0,3656.0,Paid off with renewal
1790,7352,634.0,A,150000.0,100.0,,,,,,,,,6.8,A,86.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,1.6666666666667,R,22445.0,A,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,1.0,A,22445.0,,capped,,634.0,A,150000.0,100.0,6445.0,Paid in full
